"A1JV1605041","15M4547000",2016-05-27 00:00:00,730,2018-05-27 00:00:00,141600.00,0.08000,"RG","","TF20160541","",0,"","SCEG",,"305",0,"","",,
"A1JV1605042","06M2823000",2016-05-29 00:00:00,730,2018-05-29 00:00:00,84960.00,0.08000,"RG","","TF20160542","",0,"","SCEG",,"305",0,"","",,
"A1JV1605043","15M3843000",2016-05-29 00:00:00,730,2018-05-29 00:00:00,118000.00,0.08000,"RG","","TF20160543","",0,"","SCEG",,"305",0,"","",,
"A1JV1606001","51C1600000",2016-06-01 00:00:00,730,2018-06-01 00:00:00,141600.00,0.08000,"RG","","TF20160601","",0,"","SCEG",,"305",0,"","",,
"A1JV1606002","15M0737000",2016-06-02 00:00:00,730,2018-06-02 00:00:00,1214794.52,0.05000,"RG","","TD20160602","",0,"","SCEG",,"303",0,"","",,
"A1JV1606004","51M3059000",2016-06-02 00:00:00,730,2018-06-02 00:00:00,141600.00,0.08000,"RG","","TF20160604","",0,"","SCEG",,"305",0,"","",,
"A1JV1606005","06M2823000",2016-06-03 00:00:00,730,2018-06-03 00:00:00,59000.00,0.08000,"RG","","TF20160605","",0,"","SCEG",,"305",0,"","",,
"A1JV1606012","03M6247000",2016-06-04 00:00:00,730,2018-06-04 00:00:00,590000.00,0.08000,"RG","","TF20160612","",0,"","SCEG",,"305",0,"","",,
"A1JV1606017","47M0315005",2016-06-12 00:00:00,640,2018-03-14 00:00:00,21240.00,0.08000,"RG","","TF20160617","",0,"","SCEG",,"305",0,"","",,
"A1JV1603296","28M2955000",2016-03-19 00:00:00,730,2018-03-19 00:00:00,101952.00,0.08000,"RG","","TF20160338","",0,"","SCEG",,"305",0,"","",,
"A1JV1606050","15M4187000",2016-06-25 00:00:00,730,2018-06-25 00:00:00,15000.00,0.08000,"RG","","TF20160650","",0,"","SCEG",,"305",0,"","",,
"A1JV1606055","06C0315000",2016-06-22 00:00:00,730,2018-06-22 00:00:00,10000.00,0.08000,"RG","","TF20160655","",0,"","SCEG",,"305",0,"","",,
"A1JV1606052","47D0315001",2016-06-22 00:00:00,730,2018-06-22 00:00:00,13000.00,0.08000,"RG","","TF20160652","",0,"","SCEG",,"305",0,"","",,
"A1JV1606053","26M0798000",2016-06-22 00:00:00,730,2018-06-22 00:00:00,28000.00,0.08000,"RG","","TF20160653","",0,"","SCEG",,"305",0,"","",,
"A1JV1607027","47D0135007",2016-07-08 00:00:00,730,2018-07-08 00:00:00,10000.00,0.07000,"RG","","TF20160727","",0,"","SCEG",,"305",0,"","",,
"A1JV1607079","15M4547002",2016-07-12 00:00:00,730,2018-07-12 00:00:00,100000.00,0.07000,"RG","","TF20160779","",0,"","SCEG",,"305",0,"","",,
